All timings are in seconds.

nClauses      -> number of clauses in input cnf
nVars         -> number of variables in input cnf
parseTim      -> time taken to parse cnf
bddCreat      -> time taken to create bdds of clauses
mergeTim      -> time taken to merge factor and variable BDDs based on Largest Support Set input parameter
mergedFn      -> number of factors after merging
mergedVr      -> number of variables after merging
FG Creat      -> time taken to create Factor Graph from merged factors and variables
FG Iters      -> number of iterations to reach factor graph convergence
FG Conv       -> time taken to converge Factor Graph
CNF Creat     -> time taken to convert Factor Graph solution to CNF
nSoln         -> number of MUSes found by MUST that added a clause to final solution
nDisabledSets -> number of disabled sets in MUST problem space due to MUSes that satisfied Factor Graph
numMus        -> total number of MUSes found
exploreTime   -> time spent by mustool finding MUSes
mucProcTime   -> time spent processing MUSes
done          -> whether processing finished (Y) or timed out (<blank>)
case name     -> test case name


nClauses | nVars    | parseTim | bddCreat | mergeTim | mergedFn | mergedVr | FG Creat | FG Iters | FG Conv  | CNF Creat| nSoln    | nDisabledSets    | numMus   | exploreTime | mucProcTime | done | case name
    4635 |     1646 |     0.00 |     0.12 |     7.89 |      205 |       47 |     0.03 |        4 |     0.03 |     0.66 |          |                  |          |       0.000 |       0.000 |      | bobtuint30neg_all_bit_differing_from_cycle.qdimacs
    2784 |     1239 |     0.00 |     0.05 |     3.02 |      120 |       31 |     0.01 |        4 |     0.02 |     0.22 |          |                  |          |       0.000 |       0.000 |      | bobsmhdlc_all_bit_differing_from_cycle.qdimacs
    2427 |     1026 |     0.00 |     0.08 |     4.12 |      147 |       34 |     0.02 |        6 |     0.03 |     0.14 |          |                  |          |       0.000 |       0.000 |      | query25_query42_1344n.qdimacs
   12896 |     3630 |     0.02 |     1.62 |    62.63 |      414 |      117 |     0.14 |        6 |     0.09 |     2.04 |          |                  |          |       0.000 |       0.000 |      | IssueServiceImpl.qdimacs
    3154 |     1146 |     0.00 |     0.06 |     4.05 |       99 |       36 |     0.02 |       59 |     0.04 |     0.28 |          |                  |          |       0.000 |       0.000 |      | decomposition128.qdimacs
    8151 |     2817 |     0.01 |     0.65 |    24.35 |      357 |       89 |     0.08 |        3 |     0.05 |     1.23 |          |                  |          |       0.000 |       0.000 |      | small-swap2-fixpoint-9.qdimacs
    1089 |      319 |     0.00 |     0.01 |     0.44 |       53 |       11 |     0.01 |        6 |     0.03 |     0.02 |       11 |        149325696 |      522 |     198.065 |    1783.117 |      | falsequ_query42_1344n.qdimacs
   13886 |     5268 |     0.02 |     3.16 |   113.20 |      529 |      166 |     0.29 |        4 |     0.10 |     4.96 |          |                  |          |       0.000 |       0.000 |      | rankfunc54_unsigned_64.qdimacs
   17519 |     5227 |     0.02 |     3.56 |   135.22 |      383 |      167 |     0.29 |        5 |     0.14 |     4.58 |          |                  |          |       0.000 |       0.000 |      | stmt19_302_352.qdimacs
   25953 |     3097 |     0.03 |     1.37 |   400.19 |      529 |       99 |     0.13 |        4 |     0.24 |     1.72 |          |                  |          |       0.000 |       0.000 |      | genbuf14b4y.sat.qdimacs
   42366 |     8963 |     0.05 |    12.20 |   656.54 |     2518 |      286 |     1.87 |        4 |     0.95 |    15.31 |          |                  |          |       0.000 |       0.000 |      | query10_query42_1344n.qdimacs
   13668 |     8181 |     0.01 |     9.86 |   264.44 |     1125 |      264 |     1.02 |        4 |     0.88 |    11.64 |          |                  |          |       0.000 |       0.000 |      | sortnetsort10.AE.stepl.008.qdimacs
    9031 |     3127 |     0.01 |     0.89 |    32.88 |      380 |       97 |     0.10 |        3 |     0.06 |     1.69 |          |                  |          |       0.000 |       0.000 |      | small-swap1-fixpoint-10.qdimacs
   28198 |     9605 |     0.04 |    12.35 |   497.75 |     1018 |      302 |     1.49 |        6 |     0.22 |    17.20 |          |                  |          |       0.000 |       0.000 |      | cache-coherence-2-fixpoint-5.qdimacs
   33474 |    11616 |     0.04 |    20.34 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | itc-b13-fixpoint-9.qdimacs
   53216 |    10043 |     0.06 |    16.99 |   909.65 |     2798 |      325 |     2.27 |        4 |     1.44 |    18.71 |          |                  |          |       0.000 |       0.000 |      | query44_query42_1344n.qdimacs
   24993 |     2939 |     0.03 |     1.19 |   373.34 |      502 |       96 |     0.12 |        4 |     0.56 |     1.50 |          |                  |          |       0.000 |       0.000 |      | genbuf12b4y.sat.qdimacs
  118338 |    35339 |     0.14 |   228.93 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | ltl2dba_Q4_comp4_REAL.sat.qdimacs
   25327 |     8952 |     0.03 |     9.27 |   370.43 |     1219 |      278 |     1.28 |        4 |     0.14 |    15.28 |          |                  |          |       0.000 |       0.000 |      | small-pipeline-fixpoint-5.qdimacs
    1973 |      891 |     0.00 |     0.06 |     3.03 |      120 |       28 |     0.02 |        4 |     0.07 |     0.11 |          |                  |          |       0.000 |       0.000 |      | query36_query25_1344n.qdimacs
     372 |      155 |     0.00 |     0.01 |     0.05 |       16 |        6 |     0.00 |        3 |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | small-bug1-fixpoint-9.qdimacs
   47114 |    12004 |     0.06 |    21.07 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | stmt19_87_95.qdimacs
    8107 |     2815 |     0.01 |     0.77 |    28.21 |      357 |       87 |     0.09 |        3 |     0.05 |     1.42 |          |                  |          |       0.000 |       0.000 |      | small-swap1-fixpoint-9.qdimacs
   17273 |     6620 |     0.02 |     6.39 |   230.11 |      858 |      210 |     0.79 |        4 |     0.13 |     8.39 |          |                  |          |       0.000 |       0.000 |      | rankfunc31_unsigned_64.qdimacs
   11819 |     3529 |     0.01 |     1.59 |    61.30 |      253 |      112 |     0.13 |        4 |     0.11 |     2.16 |          |                  |          |       0.000 |       0.000 |      | stmt21_84_364.qdimacs
    7826 |     2420 |     0.01 |     0.64 |    24.66 |      168 |       77 |     0.06 |        4 |     0.06 |     0.97 |          |                  |          |       0.000 |       0.000 |      | stmt46_111_238.qdimacs
    2673 |     1157 |     0.00 |     0.12 |     5.41 |      143 |       36 |     0.02 |        4 |     0.03 |     0.23 |          |                  |          |       0.000 |       0.000 |      | query33_query57_1344n.qdimacs
    6912 |     2144 |     0.01 |     0.56 |    20.07 |      147 |       70 |     0.05 |        4 |     0.06 |     1.12 |          |                  |          |       0.000 |       0.000 |      | stmt21_84_215.qdimacs
   17907 |     5306 |     0.02 |     3.93 |   155.67 |      388 |      171 |     0.35 |        4 |     0.30 |     4.98 |          |                  |          |       0.000 |       0.000 |      | stmt22_320_370.qdimacs
   12822 |     3787 |     0.02 |     1.84 |    71.41 |      278 |      121 |     0.16 |        4 |     0.10 |     2.55 |          |                  |          |       0.000 |       0.000 |      | stmt19_90_408.qdimacs
     330 |      138 |     0.00 |     0.01 |     0.04 |       15 |        5 |     0.00 |        3 |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | small-bug1-fixpoint-8.qdimacs
   17427 |     6818 |     0.02 |     6.54 |   236.63 |      699 |      215 |     0.82 |        4 |     0.13 |     9.38 |          |                  |          |       0.000 |       0.000 |      | rankfunc41_unsigned_64.qdimacs
   10224 |     2869 |     0.01 |     1.04 |    50.42 |      551 |       93 |     0.13 |        4 |     0.17 |     1.56 |          |                  |          |       0.000 |       0.000 |      | query71_query36_1344n.qdimacs
   10778 |     6443 |     0.01 |     5.63 |   152.73 |      653 |      201 |     0.46 |        4 |     0.53 |     7.26 |          |                  |          |       0.000 |       0.000 |      | sortnetsort9.AE.stepl.008.qdimacs
    1973 |      891 |     0.00 |     0.06 |     3.21 |      120 |       28 |     0.02 |        4 |     0.07 |     0.10 |          |                  |          |       0.000 |       0.000 |      | query31_eequery_1344n.qdimacs
   13924 |     4861 |     0.02 |     3.37 |   115.55 |      412 |      152 |     0.26 |        8 |     0.10 |     4.22 |          |                  |          |       0.000 |       0.000 |      | itc-b13-fixpoint-4.qdimacs
   37541 |    11819 |     0.05 |    20.58 |   813.36 |     1620 |      380 |     2.87 |        4 |     0.27 |    29.36 |          |                  |          |       0.000 |       0.000 |      | small-seq-fixpoint-4.qdimacs
   17451 |     6824 |     0.02 |     6.31 |   216.47 |      696 |      215 |     0.63 |        4 |     0.13 |     7.61 |          |                  |          |       0.000 |       0.000 |      | rankfunc41_signed_64.qdimacs
   10648 |     3686 |     0.01 |     1.53 |    56.90 |      396 |      121 |     0.14 |        6 |     0.07 |     2.35 |          |                  |          |       0.000 |       0.000 |      | cache-coherence-2-fixpoint-2.qdimacs
   46914 |     9144 |     0.06 |    12.59 |   722.55 |     2522 |      298 |     2.12 |        4 |     0.95 |    17.08 |          |                  |          |       0.000 |       0.000 |      | query42_query60_1344n.qdimacs
    7290 |     2200 |     0.01 |     0.53 |    18.39 |      158 |       70 |     0.05 |        5 |     0.04 |     0.89 |          |                  |          |       0.000 |       0.000 |      | stmt27_93_98.qdimacs
   11495 |     3263 |     0.01 |     1.46 |    55.93 |      361 |      105 |     0.13 |        6 |     0.09 |     1.83 |        1 |                  |        2 |      35.143 |       0.116 |      | GuidanceService.qdimacs
   25141 |     8463 |     0.03 |     9.99 |   400.62 |      759 |      268 |     1.39 |        4 |     0.18 |    12.83 |          |                  |          |       0.000 |       0.000 |      | sdlx-fixpoint-5.qdimacs
   13516 |     5145 |     0.02 |     3.05 |   109.53 |      575 |      164 |     0.27 |        4 |     0.10 |     4.69 |          |                  |          |       0.000 |       0.000 |      | rankfunc59_unsigned_64.qdimacs
 2493101 |   772793 |     3.23 |     0.00 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | AR-fixpoint-10.qdimacs
   32978 |     8524 |     0.04 |    10.72 |   438.11 |      647 |      274 |     1.26 |        6 |     0.21 |    12.88 |          |                  |          |       0.000 |       0.000 |      | stmt17_70_78.qdimacs
   40046 |    10264 |     0.05 |    17.29 |   675.00 |      797 |      326 |     2.17 |        5 |     0.28 |    21.62 |          |                  |          |       0.000 |       0.000 |      | stmt17_74_90.qdimacs
   15358 |     5295 |     0.02 |     3.82 |   148.56 |      505 |      170 |     0.31 |        4 |     0.12 |     4.63 |          |                  |          |       0.000 |       0.000 |      | ctrl.e#1.a#3.E#128.A#48.c#.w#5.s#60.asp.qdimacs
   50648 |    12874 |     0.06 |    24.68 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | stmt28_89_97.qdimacs
   46592 |    13075 |     0.05 |    28.59 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | ltl2dba_U1-4_comp4_REAL.sat.qdimacs
    4587 |     1638 |     0.00 |     0.09 |     7.31 |      199 |       46 |     0.03 |        4 |     0.03 |     0.60 |          |                  |          |       0.000 |       0.000 |      | bobtuint31neg.qdimacs
    8550 |     5121 |     0.01 |     4.18 |    94.61 |      783 |      166 |     0.32 |        4 |     0.70 |     4.74 |          |                  |          |       0.000 |       0.000 |      | sortnetsort10.AE.stepl.005.qdimacs
   10968 |     3225 |     0.01 |     1.40 |    61.66 |      629 |      104 |     0.16 |        4 |     0.17 |     1.92 |        2 |                  |        3 |    3512.870 |       2.137 |      | query21_query42_1344n.qdimacs
   11638 |     3055 |     0.01 |     1.16 |    58.19 |      642 |       94 |     0.16 |        4 |     0.22 |     1.83 |          |                  |          |       0.000 |       0.000 |      | query60_query33_1344n.qdimacs
    4455 |     1569 |     0.01 |     0.15 |     7.43 |      196 |       48 |     0.04 |        3 |     0.03 |     0.61 |          |                  |          |       0.000 |       0.000 |      | small-swap2-fixpoint-5.qdimacs
  130042 |    31481 |     0.16 |   199.35 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | load_4c_comp_comp4_REAL.sat.qdimacs
    5714 |     1778 |     0.01 |     0.31 |    11.60 |      118 |       57 |     0.04 |        4 |     0.05 |     0.74 |          |                  |          |       0.000 |       0.000 |      | stmt27_16_224.qdimacs
   18786 |    11241 |     0.02 |    17.97 |     0.00 |          |          |     0.00 |          |     0.00 |     0.00 |          |                  |          |       0.000 |       0.000 |      | sortnetsort10.AE.stepl.011.qdimacs
    4395 |     1631 |     0.00 |     0.21 |     8.34 |      206 |       53 |     0.04 |        4 |     0.03 |     0.60 |          |                  |          |       0.000 |       0.000 |      | usb-phy-fixpoint-1.qdimacs
    5335 |     1879 |     0.01 |     0.29 |    11.07 |      235 |       59 |     0.04 |        3 |     0.04 |     0.66 |          |                  |          |       0.000 |       0.000 |      | small-swap1-fixpoint-6.qdimacs
   37384 |    12967 |     0.05 |    25.42 |  1044.84 |     1111 |      408 |     4.01 |        8 |     0.30 |    38.71 |          |                  |          |       0.000 |       0.000 |      | itc-b13-fixpoint-10.qdimacs
   18479 |     5471 |     0.02 |     4.05 |   162.75 |      399 |      174 |     0.44 |        4 |     0.16 |     5.60 |          |                  |          |       0.000 |       0.000 |      | stmt85_300_399.qdimacs
